;title;preis;Bildschirmdiagonale (cm/Zoll);Bildschirmauflösung;Touchscreen;Bildqualität;Bildschirmdiagonale (cm);Bildschirmdiagonale (Zoll);Bildverhältnis;Paneltyp;Bildschirmmerkmale;Arbeitsspeicher-Typ;Arbeitsspeicher-Größe;Arbeitsspeicher-Konfiguration;Prozessor;Prozessor-Marke;Prozessor-Modell;Prozessor-Nummer;Prozessor-Taktfrequenz;Anzahl Prozessorkerne;Anzahl Threads;Prozessor-Taktfrequenz mit Turbo;Helligkeit;Intel Optane;Grafikkarte;Grafikkarte Hersteller;Festplatte 1;Festplattentyp 1.Festplatte;Bildschirmtyp;Cache-Speicher Typ;Speichergeschwindigkeit;Cachegröße;Chipsatz;Gesamtanzahl Steckplätze;Interner Speicher;Festplattenkapazität 1. Festplatte;Bildschirmkontrast;Regulierbare Helligkeit;LED Hintergrundbeleuchtung;Anzahl installierter Festplatten;Touchscreen-Typ;SSD-Speicher;Grafikspeicher-Typ;Gesamter Speicherplatz in GB;Anschlüsse;Curved display;Grafikspeicher dediziert;max. unterstützter Speicher;Leistungsmerkmale;WLAN;Bluetooth;Betriebssystem;Integriertes Mikrofon;Tastaturbelegung;integrierte Webcam
"https://www.mediamarkt.de/de/product/_microsoft-laptop-studio-i5-16gb-256gb-notebook-mit-144-zoll-display-touchscreen-intelr-coretm-i5-prozessor-16-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-platin-2786920.html
";"MICROSOFT Surface Laptop Studio, Notebook mit 14,4 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik, Platin
5.0 (1)| Art.-Nr. 2786920 | MICROSOFT";1539.–;36.58 cm / 14.4 Zoll;2400 x 1600 Pixel;Ja;;36.58 cm;14.4 Zoll;3:2;;;LPDDR4X;16 GB;;Intel® Core™ i5-11300H-Prozessor 8 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-11300H;2.6 GHz;4;;4.4 GHz;;;Intel® Iris® Xe-Grafik;;;;PixelSense™ Flow Display;Intel® Smart Cache;;8 MB;;;;;;;;;Kapazitiver Touchscreen;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-8-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-graphit-2839386.html
";"MICROSOFT Surface Pro 8, Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe-Grafik, Graphit
5.0 (1)| Art.-Nr. 2839386 | MICROSOFT";1029.–;33 cm / 13 Zoll;2880 x 1920;Ja;;33 cm;13 Zoll;3:2;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;Intel® Iris® Xe-Grafik;Intel;;;PixelSense Flow;;;8 MB;;;;;;;;;Kapazitiver Touchscreen;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-akoya%C2%AE-e16401-md62253-2718596.html
";"MEDION AKOYA® E16401 (MD62253), Notebook mit 16,1 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Intel Iris Xe Grafik, Titan Grau
4.0 (2)| Art.-Nr. 2718596 | MEDION";749.;40.7 cm / 16.1 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;40.7 cm;16.1 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);Full-HD Display mit 100% sRGB;DDR4;16 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;;;;;;;;;3.200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-legion-5-17ith6-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-nvidia-geforce-rtx-3050-ti-shadow-black-2834789.html
";"LENOVO Legion 5, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 3050 Ti, Shadow Black
Produkt bewerten| Art.-Nr. 2834789 | LENOVO";1299.–;43.94 cm / 17.3 Zoll;1.920 x 1.080 Pixel;;Full-HD;43.94 cm;17.3 Zoll;;;60 Hz;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-11400H Prozessor (12 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.7 GHz;;;4.5 GHz;;;NVIDIA GeForce RTX 3050 Ti;;;;IPS;Intel Cache;3200 MHz;12 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-v17-g2-itl-i5-windows-11-pro--office-20-93865664.html
";"LENOVO V17-G3, Core i5-1235U, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 500 GB SSD, Intel Iris Xe, Grau
Produkt bewerten| Art.-Nr. 93865664 | LENOVO";899.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Core™ i5;Intel®;Core™ i5;1235U;1300 MHz;10;;4.40 GHz;;;Intel Iris Xe;Intel®;;;IPS;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-v17-g2-itl-i5-windows-11-pro--office-20-93865616.html
";"LENOVO V17-G3, Core i5-1235U, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1000 GB SSD, Intel Iris Xe, Grau
Produkt bewerten| Art.-Nr. 93865616 | LENOVO";949.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Core™ i5;Intel®;Core™ i5;1235U;1300 MHz;10;;4.40 GHz;;;Intel Iris Xe;Intel®;;;IPS;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb256gb-eisblau-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-uhd-grafik-eisblau-2805931.html
";"MICROSOFT Surface Laptop Go 2 - i5 8GB/256GB Eisblau, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, UHD-Grafik, Eisblau
Produkt bewerten| Art.-Nr. 2805931 | MICROSOFT";679.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 256 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-katana-gf76-11uc-698-gaming-notebook-mit-17-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-geforce-rtxtm-3050-laptop-gpu-core-black-2784475.html
";"MSI KATANA GF76 11UC-698, Gaming Notebook mit 17 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, GeForce RTX™ 3050 Laptop GPU, Core Black, inkl. Zubehör
4.6 (20)| Art.-Nr. 2784475 | MSI";1049.–;43.9 cm / 17 Zoll;1.920 x 1.080;;Full-HD;43.9 cm;17 Zoll;;;;GDDR4;8 GB;;Intel® Core™ i5-11400H-Prozessor 12 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-11400H;2.2 GHz;6;;4.5 GHz;;;NVIDIA GeForce RTX™ 3050 Laptop GPU;NVIDIA;;;;;;;;;;;;;;1;;Ja;GDDR6;512 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb256gb-platin-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-uhd-grafik-platin-2805929.html
";"MICROSOFT Surface Laptop Go 2 - i5 8GB/256GB Platin, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, UHD-Grafik, Platin
Produkt bewerten| Art.-Nr. 2805929 | MICROSOFT";679.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 256 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-ideapad-3i-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-arcric-grey-2834778.html
";"LENOVO IdeaPad 3i, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Arcric Grey
Produkt bewerten| Art.-Nr. 2834778 | LENOVO";629.;39.6 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;;Matt;DDR4;8 GB;2x 4 GB SO-DIMM;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;;250 cd/m²;;;;;;TN;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-envy-14-eb0357ng-2721037.html
";"HP ENVY 14-eb0357ng, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Silber
5.0 (1)| Art.-Nr. 2721037 | HP";899.;35.6 cm / 14 Zoll;1.920 x 1.200 Pixel;Nein;Full-HD;35.6 cm;14 Zoll;;IPS (In-Plane Switching);;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;400 cd/m²;;;;;;IPS;L3;3.200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-v17-g2-itl-i5-windows-11-pro--office-20-93865977.html
";"LENOVO V17-G3, Core i5-1235U, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 500 GB SSD, Intel Iris Xe, Grau
Produkt bewerten| Art.-Nr. 93865977 | LENOVO";849.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;8 GB;;Core™ i5;Intel®;Core™ i5;1235U;1300 MHz;10;;4.40 GHz;;;Intel Iris Xe;Intel®;;;IPS;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-tuf-gaming-fx506hcb-hn1138w-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-geforce-rtx-3050-schwarz-grau-2774225.html
";"ASUS TUF Gaming (FX506HCB-HN1138W), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, GeForce RTX 3050, Schwarz, Grau
4.4 (12)| Art.-Nr. 2774225 | ASUS";799.–;39.6 cm / 15.6 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;39.6 cm;15.6 Zoll;;IPS (In-Plane Switching);;DDR4;8 GB;;Intel® Core™ i5-11400H Prozessor (12M Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.2 GHz;6;;4.5 GHz;250 cd/m²;;;;;;IPS;;3200 MHz;;;;;;1000:1;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book2-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-silver-2794316.html
";"SAMSUNG Galaxy Book2, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe, Silver
4.5 (6)| Art.-Nr. 2794316 | SAMSUNG";899.;39.6 cm / 15.6 Zoll;1920 x 1080;;Full-HD;39.6 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);TFT-IPS, 16 Mio. Farben;LPDDR4X;8 GB;1x 8 GB;Intel® Core™ i5-1235U-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1235U;1.2 GHz;;;4.4 GHz;300 cd/m²;;;;;;;Intel Smart Cache;4266 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-akoyar-s17403-md62442-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-1-tb-ssd-intelr-uhd-grafik-silber-2803812.html
";"MEDION AKOYA® S17403 (MD62442), Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 1 TB SSD, Intel® UHD Grafik, Silber
5.0 (1)| Art.-Nr. 2803812 | MEDION";679.;43.9 cm / 17.3 Zoll;1.920 x 1.080 Pixel;;Full-HD;43.9 cm;17.3 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);Matt;DDR4;8 GB;1x 8 GB;Intel® Core™ i5-10210U Prozessor (6 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-10210U;1.6 GHz;4;8;4.2 GHz;;;;;;;;Intel® Cache;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-g15-5511-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-grau-2814057.html
";"DELL G15 5511, Gaming Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Grau
Produkt bewerten| Art.-Nr. 2814057 | DELL";999.;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;;Panel-Typ WVA, Blendfreier Bildschirm, Pixeldichte 141 ppi, Bildwiederholrate 120 Hz;DDR4;8 GB;2x 4 GB;Intel® Core™ i5-11260H Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-11260H;2.1 GHz;6;;4.4 GHz;;;NVIDIA GeForce RTX 3050;Nvidia;;;;;;;;;;;;;;;;;GDDR6;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book-pro-evo-2730261.html
";"SAMSUNG GALAXY BOOK PRO EVO, Notebook mit 13,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Mystic Silver
4.4 (10)| Art.-Nr. 2730261 | SAMSUNG";939.;33.78 cm / 13.3 Zoll;1.920 x 1.080 Pixel;;Full-HD;33.78 cm;13.3 Zoll;16:9;;;LPDDR4X;8 GB;1x 8 GB;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;;;4.2 GHz;500 cd/m²;;Intel® Iris® Xe;Intel;;;AMOLED;;;;;;256 GB;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-platin-2837629.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Platin
Produkt bewerten| Art.-Nr. 2837629 | MICROSOFT";1489.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;16 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-waldgrun-2837628.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Waldgrün
5.0 (1)| Art.-Nr. 2837628 | MICROSOFT";1229.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;8 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-inspiron-5420-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-silber-platin-2814045.html
";"DELL Inspiron 14 5420, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Silber, Platin
3.5 (12)| Art.-Nr. 2814045 | DELL";799.;35.6 cm / 14 Zoll;1920 x 1200 Pixel;Nein;;35.6 cm;14 Zoll;;;;DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-1235U Prozessor 12 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-1235U;3.3 GHz;10;;4.4 GHz;250 cd/m²;;;;;;WVA;;3200 MHz;;;;;;600:1;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-yoga-slim-7-prox-14iah7-notebook-mit-145-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-irisr-xe-graphics-ultimate-grey-2804706.html
";"LENOVO Yoga Slim 7i ProX, Intel EVO, Premium Notebook mit 14,5 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Iris® Xe Graphics, Ultimate Grey
Produkt bewerten| Art.-Nr. 2804706 | LENOVO";1319.–;36.8 cm / 14.5 Zoll;3072 x 1920;;3K;36.8 cm;14.5 Zoll;16:10;;;LPDDR5;16 GB;16 GB onboard;Intel® Core™ i5-12500H-Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;;16;4.5 GHz;400 cd/m²;;;;;;120 Hz, 100 % sRGB, farbkalibriert ab Werk;;6000 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-katana-gf66-12ud-250-gaming-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-geforce-rtxtm-3050-ti-laptop-gpu-core-black-2784474.html
";"MSI KATANA GF66 12UD-250, Gaming Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3050 Ti Laptop GPU, Core Black
4.0 (1)| Art.-Nr. 2784474 | MSI";1149.–;39.6 cm / 15.6 Zoll;1.920 x 1.080;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;16 GB;;Intel® Core™ i5-12500H Prozessor (18 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-12500H;3.30 GHz;12;;4.5 GHz;;;NVIDIA GeForce RTX™ 3050 Ti Laptop GPU;NVIDIA;;;144 Hz, Wide View (IPS-Level);;;;;;;;;;;1;;Ja;GDDR6;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-b2b-probook-440-g8-business-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intel-iris-xe-graphics-pike-silver-aluminum-2772487.html
";"HP - B2B PROBOOK 440 G8, Business Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Pike Silver Aluminum
Produkt bewerten| Art.-Nr. 2772487 | HP - B2B";749.–;35.6 cm / 14 Zoll;1.920 x 1.080 Pixel;;Full-HD;35.6 cm;14 Zoll;;IPS (In-Plane Switching);;DDR4;8 GB;1x 8 GB;Intel® Core™ i5-1135G7-Prozessor 8 MB Cache, bis zu 4,20 GHz, mit IPU;Intel®;Core™ i5;i5-1135G7;2.4 GHz;;;4.2 GHz;250 cd/m²;;Intel Iris Xe Graphics;Intel;SSD , 256 GB;;IPS;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-vero-av15-51-55cg-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-ires-graphic-volcano-gray-2770595.html
";"ACER Aspire Vero (AV15-51-55CG), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Ires Graphic, Volcano Gray
Produkt bewerten| Art.-Nr. 2770595 | ACER";779.;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);matt;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-1155G7 Prozessor (8 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-1155G7;2.50 GHz;4;8;4.50 GHz;;;;;;;IPS;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-laptop-studio-i5-16gb-512gb-notebook-mit-144-zoll-display-touchscreen-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-platin-2786916.html
";"MICROSOFT Surface Laptop Studio, Notebook mit 14,4 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe-Grafik, Platin
Produkt bewerten| Art.-Nr. 2786916 | MICROSOFT";1729.–;36.58 cm / 14.4 Zoll;2400 x 1600 Pixel;Ja;;36.58 cm;14.4 Zoll;3:2;;;LPDDR4X;16 GB;;Intel® Core™ i5-11300H-Prozessor 8 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-11300H;2.6 GHz;4;;4.4 GHz;;;Intel® Iris® Xe-Grafik;;;;PixelSense™ Flow Display;Intel® Smart Cache;;8 MB;;;;;;;;;Kapazitiver Touchscreen;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-5-a514-54-55re-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-schwarz-2779645.html
";"ACER Aspire 5 (A514-54-55RE), Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Schwarz
Produkt bewerten| Art.-Nr. 2779645 | ACER";649.;35.56 cm / 14 Zoll;1.920 x 1.080 Pixel;;Full-HD;35.56 cm;14 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;8 MB;Integrated SOC;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-akoyar-e15411-md62438-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-1-tb-ssd-iris-xe-titan-grey-2803811.html
";"MEDION AKOYA® E15411 (MD62438), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Xe, Titan Grey
Produkt bewerten| Art.-Nr. 2803811 | MEDION";699.;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;;;;;;;Entspiegelt;Intel® Smart Cache;;8 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-5-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-schwarz-2834466.html
";"MICROSOFT Surface Laptop 5, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Schwarz
Produkt bewerten| Art.-Nr. 2834466 | MICROSOFT";1379.–;34.29 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;PixelSense™;LPDDR5X;8 GB;;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;1.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe Grafik;;SSD , 512 GB;SSD;;;;;;;;512 GB;;;;;;;;;1x USB Typ-A 3.1, 1x USB Typ-C® 4.0/Thunderbolt™ 4, Surface Connect, 1x 3.5 mm Klinke;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-inspiron-7620-convertible-mit-16-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-platin-silber-2814751.html
";"DELL Inspiron 16 7620 EVO, Convertible mit 16 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Platin, Silber
3.9 (27)| Art.-Nr. 2814751 | DELL";999.;40.6 cm / 16 Zoll;1920 x 1200 Pixel;Ja;;40.6 cm;16 Zoll;;;;DDR4;8 GB;2 x 4;Intel® Core™ i5-1235U Prozessor 12 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-1235U;3.3 GHz;10;;4.4 GHz;300 cd/m²;;;;;;WVA;;3200 MHz;;;;;;1200:1;;Ja;;;;;;;;;;;;;;;;
