;title;ort;bei;gebiet;start;job-nr;stellenbeschreibung;aufgabe;profil
"https://db.jobs/de-de/Suche/-Senior-Berater-Digital-Consulting-Disruptive-Strategy-Busi-8713752?resultCount=608
";(Senior-) Berater Digital Consulting, Disruptive Strategy & Business Consulting (w/m/d);Jürgen-Ponto-Platz 1, 60329 Frankfurt (Main) + 1;Startdatum: ab sofort;DB Systel GmbH;Informatik, Kaufmännische Berufe;Job-Nr.: 139384;Als Mitarbeiter bei der DB Systel sorgst Du gemeinsam mit uns dafür, dass ein agil organisierter Bahnkonzern unter Einsatz disruptiver Technologien und Innovationen seine Leistungen digitalisiert und automatisiert am richtigen Zeitpunkt, an der richtigen Stelle, in der richtigen Menge und in der richtigen Qualität bereitstellen und aufrechterhalten kann.;Du bist kompetenter Ansprechpartner zur Umsetzung von aktuellen Digitalisierungsthemen Deiner Kunden und berätst zu disruptiven Technologien rund um Transformation, Strategie, Geschäftsprozesse, etc. Dafür führst Du Nutzenanalysen durch und stellst Business-Cases und Strategien für innovative Themen auf. Auch die Durchführung von Workshops, Geschäftsprozessanalysen und -optimierungen gehören zu Deinem Aufgabenbereich. Du begleitest unsere Kunden in klassischen und agilen Projekten als Projektleitung, PMO oder Projektsupport. Du erstellst und präsentierst Entscheidungsvorlagen für das Top-Management, Geschäftsführung und Vorstand;Du verfügst über ein erfolgreich abgeschlossenes wirtschaftswissenschaftliches oder technisches Studium. Zudem verfügst Du über einschlägige Erfahrung in der Beratung, es fällt Dir leicht komplexe Ausgangssituationen zu analysieren und Handlungsfelder zielgruppengerecht aufzuzeigen. Du beherrschst klassische sowie agile Projektmanagement-Methoden und bist in der Lage, diese beim Kunden mit Präsentations- und Moderationsmethoden anzuwenden. Idealerweise hast Du bereits Erfahrung in der Beratung rund um disruptive Technologien, Geschäftsprozessoptimierung und Digitalisierung gesammelt. Als Teamplayer bist Du kommunikationsstark und fokussierst Dich gerne auf den Kundennutzen. Du übernimmst Verantwortung für Deine Leistung, bist neugierig, belastbar und lernbereit
"https://db.jobs/de-de/Suche/Spezialist-in-IT-Portfolio-Management-w-m-d--9910974?resultCount=608
";Spezialist:in IT-Portfolio Management (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Netz AG;Informatik;Job-Nr.: 163379;Zum nächstmöglichen Zeitpunkt suchen wir dich als Spezialist:in IT-Portfolio Management (w/m/d) im CIO Bereich mit dem Schwerpunkt Lean Portfolio Management in SAFe für das Geschäftsfeld DB Netz am Standort Frankfurt am Main.;Als Spezialist:in IT-Portfolio Management (w/m/d) bist du Teil der Digitalen Transformation, arbeitest eigenverantwortlich und entwickelst gemeinsam mit uns das Lean Portfoliomanagement im Rahmen von DB Netz SAFe weiter. Dabei etablierst du ein Performance-Management für unser IT-Portfolio bestehend aus Agile Release Trains und schaffst Synchronisierungs-Möglichkeiten. Weiterhin bist du Ansprechpartner:in für die Product Manager:innen der Agile Release Trains und sorgst dafür, dass das Lean Portfolio Management einen echten Mehrwert für die Arbeit der Teams liefert, Abhängigkeiten zwischen den Teams gelöst und übergreifende Risiken im Portfolio gemanagt werden. Du priorisierst gemeinsam mit Value Team Trios und Business Ownern Geschäftsfähigkeiten und Epics und sorgst für einen kontinuierlichen Epic Flow durch das Portfolio. Zudem bildest du die Schnittstelle zum Konzern und stellst sicher, dass die Anforderungen der DB Netz AG sowie des DB Konzerns erfüllt werden (Regulierung, Regelwerk, Berichtswesen u.ä.). Du förderst die gute, kooperative Zusammenarbeit sowohl im Lean Portfolio Management als auch mit allen relevanten Stakeholder:innen, insbesondere den Agile Release Trains;Basis deines Werdegangs ist ein erfolgreich abgeschlossenes Fach-/Hochschulstudium mit dem Schwerpunkt Wirtschaft, Informatik o.ä. bzw. gleichwertige in der Berufspraxis erworbene Kenntnisse und Fähigkeiten. Außerdem besitzt du langjährige Berufserfahrung, fundierte Kenntnisse und Erfahrungen im agilen (IT-) Portfolio- oder Projektmanagement sowie die Fähigkeit Menschen zu begeistern und inspirieren. Dazu zählt ein versierter Umgang mit unterschiedlichen Projektmanagementmethoden (z.B. agile Projektmanagementmethoden, SAFe) und bestenfalls Zertifizierungen in den zuvor genannten Bereichen. Du hast Erfahrung in der fachlichen Leitung von interdisziplinären Teams und sehr gute Fähigkeiten im Stakeholder:innen Management sowie in der zielgruppengerechten Kommunikation (z.B. Vorstand, Lenkungskreise usw.). Zusätzlich besitzt du unternehmerisches Denken, Lösungsorientierung, Durchsetzungsstärke sowie eine äußerst strukturierte Arbeitsweise. Du bringt die Fähigkeit mit komplexe Sachverhalte allgemein verständlich, präzise und vollständig zu beschreiben. Professionelles Auftreten, Eigenverantwortlichkeit sowie Ergebnis- und Kundenorientierung runden dein Profil ab
"https://db.jobs/de-de/Suche/Mobile-Software-Engineer-w-m-d--7686252?resultCount=608
";Mobile Software Engineer (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 129377;Als Mitarbeiter:in bei der DB Systel gestaltest du aktiv die Digitalisierung im Konzern und formst entscheidend die digitale Zukunft der Bahn mit. Dazu arbeitest du bei uns in agilen, selbstorganisierten Netzwerkstrukturen und mit entsprechendem Gestaltungsspielraum.;"Gemeinsam mit deinen Kolleg:innen betreust du die Module und Services für unsere Produkte und bringst deine Fähigkeiten in Design, Betriebsführung und Testen von mobilen Apps, Backendtechnologien und/oder Webapplikationen ins Team mit ein. Als Spezialist:in in einer oder mehreren Technologien beherrschst du die umfangreiche, schwierige Entwicklung in komplexen Architekturen und Systemlandschaften unter Einbeziehung der Geschäftsprozesse. Du entwickelst und integrierst Systemlösungen mit einer Vielzahl von heterogenen Funktionen mit einem hohen Neuigkeitscharakter; hierbei legst du primär die Softwarearchitektur und das -Design fest. Als anerkannte:r Fachexpert:in berätst und planst du die Zusammenarbeit mit allen Beteiligten. Zusammen mit deinem Team verantwortest du die Weiterentwicklung unserer Produkte im Sinne unserer Strategie; dafür tauschst du dich mit anderen (z.B. Architekturgilde) aus und nutzt die Synergien. Du bist Treiber:in und Gestalter:in in deinem Team und im Netzwerk mehrerer Entwicklungsteams im Hinblick auf Wertschöpfungsketten, Serviceorientierung und DevOps. Du nimmst die Rufbereitschaft an und dafür beherrschst du das grundlegende Troubleshooting. Gemeinsam mit deinen Kolleg:innen betreust du die Module und Services für unsere Produkte und bringst deine Fähigkeiten in Design, Betriebsführung und Testen von mobilen Apps, Backendtechnologien und/oder Webapplikationen ins Team mit ein";"Du bringst ein erfolgreich abgeschlossenes Fach-/Hochschulstudium z.B. in Informatik oder eine gleichwertige Ausbildung im IT-Bereich sowie Erfahrung im oben genannten Aufgabenbereich mit. Du hast ausgewiesene Erfahrungen in der Ende-zu-Ende-Verantwortung, begeisterst dich für die Arbeit in einem hochgradig heterogenen Umfeld und kennst dich aus mit Testen, Betrieb, CICD, Infrastruktur- und Servicedesign sowie mobilen Produkten. Du verwendest mehrere Skript- und Programmiersprachen und hast viel Know-How und Erfahrungen in Softwareentwicklung. Am liebsten arbeitest du im Team; dem Pull-Prinzip folgend gehst du Herausforderungen proaktiv an und bringst dich mit Themen ein, organisierst dich selbst und hast keine Scheu Verantwortung zu übernehmen. Du bist eine T-Shaped-Persönlichkeit, die sich kontinuierlich weiterentwickeln möchte. Dir fällt es leicht, dich mit anderen zu vernetzen, voneinander zu lernen und selbständig Lösungen zu finden. Du streitest um der Sache willen, bist offen für die Sichtweisen anderer und hast stets das Teamziel im Blick - Unternehmerisches Denken, Kundenfokus, Ergebnisorientierung und Wertgenerierung bestimmen dein Handeln. Fließende Deutsch- und gute Englischkenntnisse runden dein Profil ab"
"https://db.jobs/de-de/Suche/Senior-Berater-in-OT-Security-9983046?resultCount=608
";Senior Berater:in OT-Security;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 169329;Informationssicherheit ist eine Grundvoraussetzung für die digitale Zukunft der Deutschen Bahn. Das Vertrauen in die Sicherheit neuer digitaler Technologien ist unabdingbar. Deshalb suchen wir dich als neues Talent: Mit Begeisterung für Technologie und strategischem Weitblick bringst du Security-Trends sicher auf die Straße, Schiene und in die Luft.;Du unterstützt die Geschäftsfelder des DB Konzerns beim Aufbau und Betrieb von Organisation, Prozessen und Technik zur Umsetzung der IT-Sicherheitsziele im OT Security-Umfeld. Unseren DB Konzern-internen Kund:innen bist du ein:e Ratgeber:in bei der Umsetzung von technologieübergreifenden Security Projekten. Die Beratung zum Risikomanagement in Projekten auf Basis geltender Normen und Vorschriften sowie von Entscheidungsträgern bei Migrations-, Veränderungs- oder Umbaumaßnahmen zur Erhöhung der Resilienz des Systemverbunds gehört zu deinen Aufgaben. Du entwickelst zudem Beratungsstrategien für Digital Security im Eisenbahnbetrieb und leitest Security Projekte im OT Umfeld bei verschiedenen Geschäftsfeldern innerhalb des DB Konzerns. Bei Fragestellungen zum IT Sicherheitsgesetz und zum Schutz kritischer Infrastrukturen (KRITIS) stehst du deinen Kund:innen als Berater:in zur Seite und kümmerst dich auch aktiv um einen Geschäftsfeld-übergreifenden Know-how- Transfer. Du entwickelst die Strategie unseres Teams maßgeblich mit. Das Mentoring und Coaching neuer Teammitglieder macht dir Spaß und gehört zu deinen Aufgaben dazu;Du verfügst über einen Hochschulabschluss oder eine vergleichbare Ausbildung sowie einschlägige, mehrjährige Berufserfahrung im IT/OT-Security Umfeld. Technische Affinität, Erfahrung im OT Umfeld sowie Security-Kenntnisse (Digital Security) bringst du mit und du hast zudem einen Überblick über aktuelle Bedrohungen für IT- und OT-Systeme. Deine Kompetenz zur Auswahl und Gestaltung von Security-Maßnahmen auf Basis von Bedrohungsanalysen und zur Festlegung von Schutzzielen im industriellen Umfeld sowie deine Kenntnisse zu relevanten Gesetzen, Normen und Standards im ICS Security-Bereich/ OT zeichnen dich aus. Deine Kommunikations- und Präsentationskompetenzen überzeugen uns und du berätst deine Kund:innen sicher in deutscher Sprache. Gute Englischkenntnisse setzen wir zudem voraus. Uns ist wichtig, dass du dich aktiv in die Teamentwicklung einbringst und ein ausgesprochener Teamplayer (w/m/d) bist. Du teilst dein Wissen gerne im Team und begleitest fachlich andere Teammitglieder bei ihrer Weiterentwicklung
"https://db.jobs/de-de/Suche/Fachreferent-in-Trainingsentwicklung-und-durchfuehrung-10024338?resultCount=608
";Fachreferent:in Trainingsentwicklung und -durchführung;Kleyerstraße 27, 60326 Frankfurt (Main);Startdatum: ab sofort;DB Cargo AG;Informatik;Job-Nr.: 168739;Zum nächstmöglichen Zeitpunkt suchen wir dich als Fachreferent:in Trainingsentwicklung und -durchführung für die DB Cargo AG am Standort Frankfurt (Main).;"Gemeinsam mit den Fachbereichen erstellst du Trainingsbedarfsanalysen hinsichtlich Inhalt und Aufwand. Du planst Schulungsmaßnahmen, konzeptionierst Schulungen für neue und geänderte IT-Anwendungen und erstellst im im Vorfeld Trainingsunterlagen. Dabei analysierst und entscheidest du über die geeigneten Trainingsformate und -methoden unter Berücksichtigung der Zielgruppen. Du führst Schulungen im In- und Ausland durch; zum Teil in Englisch und Französisch. Nach Abschluß der Trainings wertest du diese aus und leitest Verbesserungsmaßnahmen ab und setzt diese um. Technische Analysen der Trainingsumgebung werden von dir durchgeführt. Für die internen Kunden bist du Berater:in in allen Fragen der Trainingsmaßnahmen";Basis deines Werdegangs ist ein erfolgreich abgeschlossenes Fach-/Hochschulstudium zum/zur (Wirtschafts-) Informatiker:in oder im pädagogischen Bereich oder eine vergleichbare Qualifikation. Didaktische und methodische Fähigkeiten zur Erstellung von Trainingsmaßnahmen kannst du nachweisen. Du kennst dich sehr gut in unterschiedlichen Tools und Werkzeugen zur Unterstützung der Trainings aus (z.B. Camtasia, Articulate). Dazu hast du ausreichend praktische Erfahrung als Trainer:in. Teamfähigkeit, Kundenorientierung, Kreativität, Selbstreflektion sind keine Fremdworte für dich. Die Bereitschaft zu Dienstreisen im In- und Ausland bringst du mit. Für die Durchführung unser Trainings im In- und Ausland sind neben sehr guten Deutschkenntnissen auch fließende Englisch- und Französischkenntnisse notwendig
"https://db.jobs/de-de/Suche/Berater-Digital-Consulting-SAP-Data-Intelligence-w-m-d--7023462?resultCount=608
";Berater Digital Consulting SAP - Data Intelligence (w/m/d);Jürgen-Ponto-Platz 1, 60329 Frankfurt (Main);Startdatum: ab sofort;DB Systel GmbH;Informatik, Projektmanagement;Job-Nr.: 117184;Wir sind als Einheit „Digital Consulting - Business Experts“ ein Start-Up in der DB Systel und arbeiten an interessanten Projekten an der Schnittstelle zw. IT und Business, um gezielt die Digitalisierung der Deutschen Bahn aktiv mitzugestalten.;Du verstehst dich als Unternehmer, akquirierst und erweiterst (Neu-)Geschäft für die DB Systel in Form von Beratungsaufträgen bei unseren konzerninternen Kunden. In deiner Rolle als Inhouse Berater erstellst du Konzepte, optimierst die Geschäftsprozesse unserer Kunden und entwickelst strategische Lösungen für die Gestaltung von Digitalisierungsmaßnahmen in Verbindung mit SAP (Fokus Data Intelligence. Du berätst interne Kunden auf Konzern bzw. Geschäftsfeldebene im Rahmen der übergreifenden Standardisierung und Harmonisierung von Geschäftsprozessen und der Einführung SAP. Du steuerst übergreifende interdisziplinäre Teams in einem abgegrenzten Themenfeld, koordinierst die Zusammenarbeit mit konzerninternen und externen Beteiligten und präsentierst Arbeitsergebnisse vor Ansprechpartnern des Kunden. Dabei arbeitest Du in enger Abstimmung zusammen mit den DB Systel Account Teams und Experten aus dem Bereich SAP;Du verfügst über ein erfolgreich abgeschlossenes wirtschaftswissenschaftliches oder technisches Studium. Du verfügst über mehrjährige (5 Jahre) einschlägige Erfahrung in der Strategie, Business- oder Prozessberatung im Bereich Digitalisierung bzw. SAP. Erfahrungen im Bereich Data Intelligence sollten vorhanden sein. Daneben sollte Spaß an neuen Technologien und ein hohes Maß an Wissbegierde und aktiver Lernbereitschaft gegeben sein. Du beherrschst klassische sowie agile Projektmanagement-Methoden und bist in der Lage, diese beim Kunden mit Präsentations- und Moderationsmethoden anzuwenden. Fundierte Kenntnisse in einem SAP Bereich bzw. Modul, insbesondere Instandhaltung sowie mehrjährige Projekterfahrung in SAP-Umsetzungsprojekten und/oder Berufs- bzw. Beratungserfahrung sowie Kenntnisse im Customizing kannst Du ebenfalls vorweisen. Als Teamplayer bist Du kommunikationsstark und fokussierst Dich auf den Kundennutzen. Reisebereitschaft rundet Dein Profil ab
"https://db.jobs/de-de/Suche/Senior-IT-Architekt-fuer-die-Fahrplanveroeffentlichung-w-m-d--7292658?resultCount=608
";Senior IT-Architekt für die Fahrplanveröffentlichung (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 120725;Wenn, ...;Du verantwortest die strategische Weiterentwicklung der IT-Architektur der Fahrplanveröffentlichung innerhalb der Fahrplan-IT. Du bereitest in Abstimmung mit der übergreifenden Strategie der Einheit federführend strategische Architekturentscheidungen vor, triffst und dokumentierst sie . Du planst komplexe Architekturaufgaben im agilen Umfeld ein und priorisierst sie . Du entwickelst die Methodik der Architekturentwicklung weiter . Du bist federführend in der Kommunikation mit Stakeholdern, z.B. der Betriebsführung, dem Kunden DB Netz AG, der Einheit und anderen Teams . Du bist Ansprechpartner bei architekturbezogenen Produktionsproblemen;Dein Studium als (Wirtschafts-) Informatikerin hast Du erfolgreich abgeschlossen oder verfügst über vergleichbare Qualifikationen im IT-Umfeld. Mehrjährige Erfahrung in der Konzeption und Modellierung komplexer, verteilter IT-Architekturen sowie deren Umsetzung kannst Du vorweisen. Du brennst für cloudnative Ansätze und Technologien (Containerisierung, Microservices, Kubernetes etc.), besitzt Erfahrung mit AWS und auch DevOps-Methoden sind Dir nicht fremd . Fundierte Kenntnisse mit REST API und der objektorientierten Programmierung kannst Du vorweisen . Du bist in der Lage, Dich in schwierigen Diskussionen zu behaupten und Deinen Standpunkt mit guten Argumenten durchzusetzen . Sehr gute Deutschkenntnisse runden Dein Profil ab
"https://db.jobs/de-de/Suche/Senior-Referent-in-nachrichtentechnische-Loesungen-w-m-d--9118278?resultCount=608
";Expert:in – Innovation im Zug;Weilburgerstr. 28, 60326 Frankfurt (Main) + 2;Startdatum: ab sofort;Deutsche Bahn AG;Informatik, Projektmanagement, Ingenieurwesen;Job-Nr.: 158954;Zum nächstmöglichen Zeitpunkt suchen wir dich als Expert:in – Innovation im Zug (w/m/d) für die Deutsche Bahn AG am Standort Berlin, Frankfurt (Main) oder München.;In dieser Position begleitest du das Konzernprogramm Gigabit-Zug federführend mit und sorgst für die zukünftige Fahrgastversorgung mit Konnektivität im Zug. Dafür erprobst du innovative technische Lösungen gemeinsam mit internen und externen Partner:innen (Mobilfunknetzbetreiber, Systemlieferanten, internen Fachbereichen beispielsweise der DB Fernverkehr und DB Regio). Dafür bewertest du nachrichtentechnische Innovationen im Hinblick auf technisch-ökonomische Kriterien, beispielsweise 5G/6G Mobilfunk, Satellitentechnik oder neuste WiFi Lösungen. In deiner Funktion bist du für das regelmäßige Screening und die Validierung technologischer Entwicklungen im Bereich Nachrichtentechnik verantwortlich und prüfst technische Lösungen auf ihre Anwendbarkeit im Bahnumfeld. Innerhalb deines Projektes wendest du neue und kreative Formate an und entscheidest je nach Bedarf über die passende Projektmanagementmethode - dabei verlierst du nie die Termin-, Kosten- und Qualitätsziele aus den Augen. Du führst Wirtschaftlichkeitsbetrachtungen und Business Case Analysen durch und leitest davon Handlungsempfehlungen für das Top-Management ab;Du hast dein Bachelor, Diplom- oder Masterstudium in Elektrotechnik, Nachrichtentechnik oder einer anderen relevanten Disziplin erfolgreich abgeschlossen. In der Vergangenheit hast du in komplexen technischen Projekten gearbeitet sowie Innovationen bewertet und eingeführt, idealerweise bringst du Kenntnisse im Bereich Nachrichtentechnik/Telekommunikation/IT-Systeme sowie den einschlägigen Normen und Standards (EU-Verordnungen etc.) mit. Deine Fachexpertise sowie deine ausgeprägte Kundenorientierung machen dich zum Innovationstreiber für das Gesamtsystem Bahn Nachrichtentechnik. Du hast Spaß und bestenfalls bereits Erfahrung in der Konzeptionierung und Durchführung von Teststellungen, sowie der Bewertung von nachrichtentechnischen Innovationen. Du verstehst es, deine Fachanliegen gut an verschiedene Schnittstellen zu kommunizieren und würdest gerne essenzielle Themen in einem Großkonzern mitgestalten. Wenn du dazu auch noch fließend Deutsch und Englisch sprichst, bist du bei uns genau richtig
"https://db.jobs/de-de/Suche/Technische-r-Projektleiter-in-Vendo-Strateg-in-im-Team-InterCo-10049488?resultCount=608
";Technische:r Projektleiter:in & Vendo Strateg:in im Team InterConnection;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik, Kaufmännische Berufe;Job-Nr.: 168577;Zum nächstmöglichen Zeitpunkt suchen wir dich als Technische:r Projektleiter:in & Vendo Strateg:in im Team InterConnection für die DB Systel GmbH in Erfurt oder Frankfurt am Main.;Innerhalb deiner Rolle berätst und unterstützt du unsere Partner auf Managementebene als strategisches Bindeglied zwischen Fachbereichen, IT-Landschaft und Cloud Management und bist präsent bei unseren Konzernpartnern in Frankfurt sowie innerhalb unserer Organisation. Du erstellst Kostenindikationen, Kalkulationen, Leistungsbeschreibungen und Verträge und übernimmst die Rechnungsprüfung (Unterstützung der Serviceteams). Unsere Teams und Konzernpartner berätst du zur Gestaltung und Optimierung von Betriebsprozessen. Zu deinen Aufgaben gehören zudem das LifeCycle- und Servicemanagement, Security Management, Release Management und die Pflege der erforderlichen Tools;"Du hast dein Fach-/Hochschulstudium erfolgreich abgeschlossen und eine mehrjährige Erfahrung im Cloud-Anwendungsbetrieb; zudem bewegst du dich sicher in Themen wie Vertragsmanagement, Governance und Compliance. Du bringst Expertise im LifeCycleManagement, Release Management sowie Applikationsmanagement mit und auch im Umgang mit Cloud Technologien und Container Orchestrierung. Du bist versiert im (agilen) Projektmanagement und in der Datenanalyse und entsprechend auch im Umgang mit PM-Tools und MS Excel. Analytisches Denkvermögen sowie exaktes, verantwortungsvolles und lösungsorientiertes Arbeiten zeichnen dich aus. Für dich ist es selbstverständlich, mit Stakeholdern aus unterschiedlichen Bereichen zusammen zu arbeiten und dabei in- wie extern zielgruppengerecht zu kommunizieren"
"https://db.jobs/de-de/Suche/Full-Stack-Developer-in-8171846?resultCount=608
";Full Stack Developer:in;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 139750;Zum nächstmöglichen Zeitpunkt suchen wir dich als Full Stack Developer:in (w/m/d) für die DB Systel GmbH.;Du entwickelst umfangreiche System- und Softwarelösungen mit einer Vielzahl von heterogenen Funktionen und Verknüpfungen mit einem hohen Neuigkeitscharakter. In deiner Verantwortung liegt die Entwicklung des Frontends mit Angular, die Entwicklung des Backends mit Fast API und PostgreSQL sowie die Erstellung der automatisierten E2E-Tests mit Cypress, Continuous Delivery & DevOps mit GitLab, Deployment auf Openshift. Du erstellst oder berätst zu umfangreichen Testkonzeptionen, koordinierst Tests und stellst die Dokumentation sicher. Du entwickelst Konzepte für Architekturen in einem spezifischen Umfeld. Du planst und koordinierst die Zusammenarbeit mit internen und externen Beteiligten;Du hast dein Studium im Bereich Informatik, Wirtschaftsinformatik oder eine vergleichbare Ausbildung erfolgreich abgeschlossen. Du besitzt mehrjährige Erfahrung in der Erstellung stabiler und wartbarer Softwaresysteme auf der Basis von z. B. Clouddiensten von der Klärung der Anforderungen bis zu Deployment und Betrieb. Dein Wissen teilst du regelmäßig, adressatengerecht und gerne - im Team und darüber hinaus. Zu deinen Stärken zählen ausgeprägte analytische and konzeptionelle Fähigkeiten sowie Kreativität, Ergebnisorientierung und die Fähigkeit, komplexe technische Probleme im Konzernumfeld zu lösen. Du bist AWS-Dev mit Herz für Ops. Fließende Deutschkenntnisse (mind. B2) runden dein Profil ab
"https://db.jobs/de-de/Suche/Fachliche-r-Projektmanager-in-Fahrzeug-IT-9635382?resultCount=608
";Fachliche:r Projektmanager:in Fahrzeug IT;Wo Du Willst-Job;Startdatum: 1. Januar 2023;DB Systel GmbH;Informatik;Job-Nr.: 157322;Zum nächstmöglichen Zeitpunkt suchen wir dich als Fachliche Projektmanager:in / Fachlichen Projektmanager (w/m/d) für Fahrzeug IT für die DB Systel GmbH am Standort Berlin oder Frankfurt (Main).;Du bist verantwortlich für die erfolgreiche Durchführung von IT-Projekten in Rahmen von großen Fahrzeug-IT- oder IT-Vergabe-Projekten. Bei dir laufen die Fäden zusammen: Du bist die Schnittstelle zwischen Business und IT, indem du die Kommunikation zwischen Lieferant:innen und Beteiligten vorantreibst. Du setzt den IT-Projektauftrag gemäß der darin enthaltenen Ziele um, inklusive Berichtswesen, Stakeholdermanagement, Risikomanagement und Qualitätsmanagement. Als Verantwortliche:r für deine Arbeitsergebnisse präsentierst du diese gegenüber Kolleg:innen sowie Partner:innen bis auf Top-Managementebene. Du verstärkst als Projektmanager:in unser agiles und selbstorganisiertes Team und gestaltest aktiv das Team VIT-Con sowie die Einheit (Vehicle & Automated Driving) mit, wo dich spannende Themen erwarten. Budgets, Kapazitäten, Kennzahlen und Timings hast du stets vorausschauend im Blick, wodurch du rechtzeitig Handlungsbedarf erkennst und demnach entsprechend agierst;Du hast ein proaktives Informations- und Kommunikationsverhalten, auch gegenüber dem internen und externen Management. Respektvoller und wertschätzender Umgang sind für dich selbstverständlich. Du hast Erfahrung in Projekten mit Hardwareanteilen. Wirtschaftliches Handeln, Denken und Kommunizieren sowie großes Engagement gehören zu deinem Profil. Du hast Erfahrung im Projektmanagement von IT-Projekten. An Herausforderungen gehst du strategisch heran, um sie zu lösen
"https://db.jobs/de-de/Suche/Referent-in-IT-Assetmanagement-und-Sicherheit-8779942?resultCount=608
";IT-Assetmanager:in;Pfarrer-Perabo-Platz 2-5, 60326 Frankfurt (Main);Startdatum: ab sofort;DB Netz AG;Informatik;Job-Nr.: 145254;Als Referent:in IT Assetmanagement & Sicherheit arbeitest du gemeinsam mit den Schnittstellenpartner:innen sowohl aus den zentralen IT-Bereichen als auch aus den regionalen Einheiten an der Umsetzung und der Verstetigung der Anforderungen an den Betrieb von IT-Assets. Zum nächstmöglichen Zeitpunkt suchen wir dich als Manager:in IT Assets & Sicherheit (w/m/d) für die DB Netz AG am Standort Frankfurt (Main).;Du kommunizierst mit den regionalen Einheiten und unterstützt aktiv bei der Erhebung und der kontinuierlichen Pflege des Assetmanagements. In enger Abstimmung mit den Betriebsführern und den fachlichen Anforderern koordinierst und standardisierst du die abteilungsinternen IT-Systeme. Deine Expertise bringst du in die Prozesse zur Informationssicherheit ein und entwickelst diese auch auf der Grundlage von Übungen weiter. Du unterstützt beim regelmäßigen Nachweis und der Dokumentation des Sicherheitsniveaus der IT-Systeme des Eisenbahnbetriebs und treibst aktiv die Maßnahmenumsetzung. Du vertrittst die Interessen des Eisenbahnbetriebs in Projekten zum IT-Sicherheitsmanagement. Dein technisches Know-how hilft dir, wenn du bei der Einrichtung und dem Betrieb von Servern, Datenbanken und Schnittstellen unterstützt;Du hast ein abgeschlossenes (Fach-)Hochschulstudium in Informatik, Wirtschaftsinformatik oder eine vergleichbare Qualifikation. Du verfügst über mehrjährige Erfahrungen im professionellen Betrieb von IT/Rechenzentren idealerweise als Teamleitung. Erfahrungen im IT-Sicherheitsmanagement und mit den gängigen IT-Sicherheitsstandards inklusive deren Umsetzung hast du gesammelt. Fundierte Kenntnisse über aktuelle Server-/Virtualisierungstechnologien bringst du mit. Dich zeichnet eine hohe soziale Kompetenz, insbesondere Moderationsfähigkeit und Durchsetzungsstärke aus. Sehr hohe Selbständigkeit, Eigeninitiative und gestalterischen Willen gehört zu deinen Kernkompetenzen. Überdurchschnittliche Analyse- und Strukturierungsfähigkeit sowie strategisches Denkvermögen bringst du mit
